geoid,name,population_e,white_e,black_e,asian_e,amind_e,hawpi_e,latino_e,medhhincome_e,inpoverty_e
79018,ZCTA5 79018,307,246,1,0,0,0,53,59464,49
79744,ZCTA5 79744,1255,634,0,38,41,0,542,69167,114
79846,ZCTA5 79846,121,0,0,0,0,0,121,NA,121
79718,ZCTA5 79718,1169,277,0,0,0,0,892,43977,68
79834,ZCTA5 79834,233,111,11,0,0,0,77,51250,10
79061,ZCTA5 79061,375,309,0,0,0,0,63,68333,15
79095,ZCTA5 79095,2657,1610,248,0,62,0,728,39583,478
79925,ZCTA5 79925,39616,6181,1107,239,166,68,31716,47596,6440
79525,ZCTA5 79525,2498,2312,29,0,3,0,105,53375,338
79528,ZCTA5 79528,587,488,6,0,8,0,85,35500,87
79533,ZCTA5 79533,385,358,1,0,0,0,24,51500,57
79539,ZCTA5 79539,223,176,0,0,0,0,38,68542,12
79543,ZCTA5 79543,1298,781,46,0,0,0,471,49861,107
79545,ZCTA5 79545,1774,871,0,0,0,0,894,57813,210
79549,ZCTA5 79549,15943,8175,792,51,0,0,6600,54272,2088
79556,ZCTA5 79556,12833,7055,829,43,25,0,4775,44840,2056
79562,ZCTA5 79562,3371,3313,0,0,0,0,58,84868,69
79566,ZCTA5 79566,247,171,0,0,0,0,76,38333,43
79714,ZCTA5 79714,18036,7246,122,65,0,31,10151,76158,1647
79741,ZCTA5 79741,222,140,0,0,0,0,75,39464,25
79763,ZCTA5 79763,38833,7486,1141,209,47,0,29509,54224,5558
79777,ZCTA5 79777,293,243,4,0,15,0,30,54360,0
80124,ZCTA5 80124,21273,16085,694,2157,22,13,1549,110754,761
80125,ZCTA5 80125,10548,9096,23,148,36,0,961,132905,204
80203,ZCTA5 80203,21392,16180,904,864,48,0,2640,55798,2432
80210,ZCTA5 80210,37087,29961,683,1557,103,10,3646,95225,3280
80211,ZCTA5 80211,35627,22711,687,797,306,51,10404,84773,4360
80218,ZCTA5 80218,19385,15945,715,317,71,33,1780,67639,2024
80221,ZCTA5 80221,42103,15102,632,551,204,81,25167,63318,4936
80224,ZCTA5 80224,18941,11788,2063,877,4,25,3305,65276,2380
80232,ZCTA5 80232,22705,14614,170,1104,132,0,6096,69949,2072
80246,ZCTA5 80246,13433,9344,681,446,56,61,2443,56954,1486
80540,ZCTA5 80540,4576,4210,38,36,54,0,167,101569,339
80542,ZCTA5 80542,4918,3927,0,26,0,0,916,98064,274
80543,ZCTA5 80543,7344,5289,11,44,0,0,1800,80083,303
80010,ZCTA5 80010,42807,9538,6759,2898,555,16,21794,42837,8409
80018,ZCTA5 80018,13397,7084,1660,633,13,35,3346,105543,488
80106,ZCTA5 80106,5847,4968,48,65,9,0,557,111594,230
80107,ZCTA5 80107,13474,12006,19,103,116,10,899,106506,479
80134,ZCTA5 80134,69163,55561,1259,3999,206,0,5982,115031,1628
80135,ZCTA5 80135,4038,3510,17,31,24,3,417,111176,171
80138,ZCTA5 80138,33571,28039,411,673,12,58,3657,121716,1213
80226,ZCTA5 80226,33597,20638,480,1213,130,0,10610,63772,3418
80231,ZCTA5 80231,36861,19792,7291,1820,56,7,6684,58982,4271
80620,ZCTA5 80620,19622,9242,262,684,115,29,8885,55254,3053
85034,ZCTA5 85034,5045,1009,519,73,51,0,3352,30130,1841
85051,ZCTA5 85051,45313,17123,3576,1848,895,5,20874,43942,12566
85202,ZCTA5 85202,40364,21453,1991,1213,2257,345,12269,51232,7028
85215,ZCTA5 85215,16471,13793,291,257,152,16,1650,73488,1013
85225,ZCTA5 85225,70356,34710,4625,4489,1021,0,23247,62155,9736
85226,ZCTA5 85226,39157,24244,2445,3717,879,39,6794,85705,2350
77374,ZCTA5 77374,536,536,0,0,0,0,0,NA,169
77375,ZCTA5 77375,55759,28667,6707,2653,343,0,16327,78164,4163
77376,ZCTA5 77376,569,569,0,0,0,0,0,39952,93
77414,ZCTA5 77414,23982,9740,3471,199,40,115,10121,51559,4563
77415,ZCTA5 77415,88,16,0,0,0,0,72,NA,0
77418,ZCTA5 77418,10537,7545,1223,32,30,0,1547,60568,1168
77440,ZCTA5 77440,27,0,0,0,0,0,27,NA,0
77808,ZCTA5 77808,12013,8676,501,77,0,0,2382,69147,653
75661,ZCTA5 75661,3094,1477,449,0,0,14,1074,53596,263
75668,ZCTA5 75668,2371,1669,403,17,16,0,218,37500,354
75669,ZCTA5 75669,762,536,212,0,0,0,14,70035,167
75693,ZCTA5 75693,7076,5612,116,41,70,0,1168,64216,945
75703,ZCTA5 75703,42777,29441,6656,1834,212,0,3794,62544,4730
75705,ZCTA5 75705,2762,628,1760,10,0,0,272,40065,346
75707,ZCTA5 75707,14232,10883,1068,461,3,61,1632,74077,1374
75758,ZCTA5 75758,8739,7776,489,3,55,0,358,50807,1025
75472,ZCTA5 75472,4087,3456,171,11,59,0,316,48011,857
75491,ZCTA5 75491,5064,4246,304,6,11,0,239,78319,549
75501,ZCTA5 75501,36094,18821,13141,61,385,0,2774,37983,8059
75571,ZCTA5 75571,3134,2317,713,0,0,0,69,50375,421
75603,ZCTA5 75603,6100,3010,2106,12,3,0,809,48565,598
75652,ZCTA5 75652,16223,8994,3672,146,0,0,3131,53253,1418
75686,ZCTA5 75686,13184,7414,2138,68,58,0,3144,49167,2305
75706,ZCTA5 75706,10449,4116,2033,62,11,0,4189,49982,1829
75766,ZCTA5 75766,26925,14198,3662,144,154,43,8359,46892,4406
75789,ZCTA5 75789,7806,5749,821,40,47,0,985,56036,920
75845,ZCTA5 75845,2926,2245,326,0,0,0,336,48880,312
75850,ZCTA5 75850,796,757,0,0,0,0,39,47321,119
75855,ZCTA5 75855,3078,2020,752,2,41,0,146,40529,328
75930,ZCTA5 75930,1779,1750,0,0,0,0,0,29569,587
75944,ZCTA5 75944,1100,1025,0,3,56,0,10,42407,205
75964,ZCTA5 75964,19811,8827,2824,169,73,0,7442,44857,5485
75977,ZCTA5 75977,291,104,173,0,0,0,14,19643,70
75980,ZCTA5 75980,2254,2132,25,5,0,0,17,38365,527
75764,ZCTA5 75764,187,173,0,0,0,0,14,61875,16
75840,ZCTA5 75840,6340,4517,875,50,26,0,692,55000,887
75853,ZCTA5 75853,466,402,38,0,0,0,26,36034,25
75859,ZCTA5 75859,2134,1478,508,0,30,0,108,43885,544
75933,ZCTA5 75933,1158,884,161,71,16,0,0,43565,307
75934,ZCTA5 75934,219,44,148,0,0,0,19,84886,2
75941,ZCTA5 75941,8465,3737,1364,32,0,0,3199,47500,1729
75961,ZCTA5 75961,16004,8851,4430,105,48,0,2296,37092,4903
75972,ZCTA5 75972,6169,3569,1851,0,132,0,553,40171,1416
75074,ZCTA5 75074,52259,19309,5786,5763,108,52,19791,70680,6356
75088,ZCTA5 75088,26039,15753,3089,1173,165,6,5027,93703,1434
75089,ZCTA5 75089,36324,17263,7205,3431,86,0,7419,107111,2512
75101,ZCTA5 75101,517,168,63,0,0,0,284,47143,87
77088,ZCTA5 77088,55734,2886,21059,2311,49,8,28858,42489,11578
77090,ZCTA5 77090,40761,6009,19082,986,91,0,13541,39808,8727
77098,ZCTA5 77098,13818,9370,322,2038,59,14,1359,91138,1008
77326,ZCTA5 77326,37,37,0,0,0,0,0,NA,22
77327,ZCTA5 77327,23274,14034,1745,19,0,0,7331,42304,4513
77334,ZCTA5 77334,358,48,253,0,0,0,57,42950,19
77304,ZCTA5 77304,33364,23508,1951,966,33,0,6441,64516,2618
77306,ZCTA5 77306,13569,7097,190,67,99,0,6085,50045,2188
77331,ZCTA5 77331,7971,5699,1019,0,7,0,903,43642,924
77011,ZCTA5 77011,17447,709,216,175,7,10,16313,31314,6229
77012,ZCTA5 77012,19597,405,601,186,0,0,18405,39489,4584
77013,ZCTA5 77013,19198,1589,4302,21,0,20,13132,38665,4291
76430,ZCTA5 76430,2288,1914,7,6,0,0,305,45268,274
74116,ZCTA5 74116,3863,1420,486,107,237,0,1117,40125,1072
74106,ZCTA5 74106,17919,2545,10953,29,571,67,1811,27368,6672
74365,ZCTA5 74365,4593,2023,16,20,1593,0,75,45707,1064
74727,ZCTA5 74727,1813,1105,125,0,329,0,124,32426,464
74748,ZCTA5 74748,658,491,7,14,50,0,5,48125,98
74747,ZCTA5 74747,182,141,3,0,24,0,7,16771,43
74039,ZCTA5 74039,3768,3130,4,5,335,0,88,53333,613
74137,ZCTA5 74137,28320,21126,1250,2001,824,0,1958,95255,2159
74019,ZCTA5 74019,18348,13242,160,127,2496,0,810,69038,1306
74046,ZCTA5 74046,133,120,0,0,13,0,0,55357,22
74078,ZCTA5 74078,2306,1548,204,129,147,49,160,NA,0
74082,ZCTA5 74082,56,35,0,0,3,0,12,52500,5
74359,ZCTA5 74359,676,162,16,14,333,0,83,34167,163
74458,ZCTA5 74458,81,12,40,0,0,0,1,41875,8
74477,ZCTA5 74477,9,9,0,0,0,0,0,NA,0
74146,ZCTA5 74146,16163,4636,1640,539,353,117,8202,35483,4248
74301,ZCTA5 74301,11505,7075,450,91,2476,11,401,43683,2110
74330,ZCTA5 74330,2989,2097,14,0,426,39,73,59321,276
74339,ZCTA5 74339,2550,1532,20,0,274,3,546,33036,721
74340,ZCTA5 74340,206,158,0,0,18,0,4,37500,35
74344,ZCTA5 74344,15437,11754,64,94,1875,11,542,43347,2398
74347,ZCTA5 74347,2489,1441,10,40,838,3,25,39302,568
74352,ZCTA5 74352,6515,3876,48,5,1308,5,233,39946,1266
74360,ZCTA5 74360,28,25,0,0,0,0,0,47917,2
74361,ZCTA5 74361,16838,11116,68,120,2923,65,766,54211,2802
74364,ZCTA5 74364,1883,947,0,15,670,3,57,40100,378
74422,ZCTA5 74422,839,423,198,0,86,0,16,54432,104
74426,ZCTA5 74426,9369,6335,353,7,1406,0,204,39038,1987
74460,ZCTA5 74460,185,150,3,0,17,0,6,29063,29
74469,ZCTA5 74469,2528,1710,93,5,470,0,61,34010,611
74470,ZCTA5 74470,1587,1005,0,17,358,0,71,39327,460
74552,ZCTA5 74552,1128,778,48,0,126,0,8,40809,219
74557,ZCTA5 74557,540,436,0,3,38,0,30,47750,118
74558,ZCTA5 74558,434,359,2,9,28,0,7,33571,78
74567,ZCTA5 74567,122,111,0,0,11,0,0,37083,0
74633,ZCTA5 74633,446,368,0,0,32,0,3,46250,29
74641,ZCTA5 74641,648,529,0,3,59,0,19,51625,61
74701,ZCTA5 74701,25612,17639,465,223,3607,55,1765,42889,4773
74730,ZCTA5 74730,4926,3478,54,22,736,0,296,47731,651
77530,ZCTA5 77530,33437,6281,4124,62,0,0,22563,61149,5650
77550,ZCTA5 77550,21863,9822,4743,825,43,0,5966,42710,5582
77571,ZCTA5 77571,37427,21232,2075,384,101,0,12635,76864,3554
77584,ZCTA5 77584,90372,31919,20354,16398,552,0,19066,107995,3235
77614,ZCTA5 77614,265,243,0,0,22,0,0,16979,67
77623,ZCTA5 77623,648,643,0,0,5,0,0,57833,12
77625,ZCTA5 77625,9761,8255,826,50,0,0,546,62925,1216
77650,ZCTA5 77650,1835,1234,0,0,0,0,601,NA,341
77656,ZCTA5 77656,16524,13128,2015,129,20,0,909,52702,2146
77659,ZCTA5 77659,5326,4484,289,80,0,0,423,68750,515
77855,ZCTA5 77855,224,224,0,0,0,0,0,NA,0
77865,ZCTA5 77865,2440,2040,0,86,0,55,259,63125,273
76679,ZCTA5 76679,1435,1282,60,0,6,0,11,56354,284
76802,ZCTA5 76802,5251,4029,104,62,0,0,942,60250,481
76828,ZCTA5 76828,240,222,0,0,0,0,8,75313,17
76849,ZCTA5 76849,3785,2777,48,0,0,0,905,43231,885
76852,ZCTA5 76852,268,232,0,0,0,0,36,56607,27
76866,ZCTA5 76866,537,467,24,0,0,0,46,73750,42
76002,ZCTA5 76002,36460,9197,14324,3309,59,104,8627,89512,2212
76016,ZCTA5 76016,32026,21449,3233,2260,139,69,4222,82490,2241
76023,ZCTA5 76023,6909,6192,12,0,3,0,591,67452,694
76035,ZCTA5 76035,2211,1933,21,24,4,0,213,108274,218
76049,ZCTA5 76049,29698,25437,3,364,117,0,3460,76113,1992
76051,ZCTA5 76051,53291,34532,2095,3530,298,0,11506,91131,3000
76055,ZCTA5 76055,2811,1816,199,0,0,0,713,55208,424
76063,ZCTA5 76063,73216,41442,12321,2953,228,46,13974,97533,3171
76066,ZCTA5 76066,2621,2303,0,12,0,0,211,46862,354
76086,ZCTA5 76086,23699,17478,882,50,81,0,4463,59098,2548
76087,ZCTA5 76087,27760,23859,312,308,137,0,2795,90780,1877
76115,ZCTA5 76115,21319,2735,1400,649,15,7,16388,38929,5210
76123,ZCTA5 76123,36245,10187,13862,2513,44,253,8396,85710,2717
76135,ZCTA5 76135,21973,13261,1166,511,89,0,6646,63672,2307
76201,ZCTA5 76201,28601,16392,3444,2122,83,0,5854,33035,6785
76207,ZCTA5 76207,14588,9195,820,338,204,0,3677,68255,1416
76252,ZCTA5 76252,2624,2426,7,23,10,0,155,79737,107
76264,ZCTA5 76264,1513,1348,0,0,31,3,104,68616,84
76309,ZCTA5 76309,12991,8808,621,173,37,0,3071,48246,2114
76310,ZCTA5 76310,19187,14415,699,967,64,41,2624,67068,1550
76363,ZCTA5 76363,534,197,93,2,0,0,208,61563,126
76453,ZCTA5 76453,1295,1138,0,0,0,16,128,61583,113
76469,ZCTA5 76469,93,93,0,0,0,0,0,34583,20
76470,ZCTA5 76470,3580,3006,138,5,9,0,406,32500,565
76481,ZCTA5 76481,189,50,0,0,0,0,139,26141,154
76523,ZCTA5 76523,0,0,0,0,0,0,0,NA,0
76525,ZCTA5 76525,1098,832,0,6,3,0,231,55625,92
76528,ZCTA5 76528,17284,13074,674,118,59,8,2696,51744,2029
76301,ZCTA5 76301,14757,6135,2990,54,161,0,5103,29024,4437
76882,ZCTA5 76882,214,204,0,0,0,0,10,34875,58
76631,ZCTA5 76631,692,462,29,3,1,0,190,70781,68
76635,ZCTA5 76635,1290,454,320,0,0,0,516,38947,291
76638,ZCTA5 76638,2910,2503,95,3,0,0,289,80833,175
76673,ZCTA5 76673,1706,954,79,0,0,0,673,47717,569
78041,ZCTA5 78041,47753,2386,341,394,22,0,44499,50603,10254
78056,ZCTA5 78056,2138,1630,156,0,47,0,249,113962,18
78059,ZCTA5 78059,5545,1708,104,33,29,21,3618,63186,429
78071,ZCTA5 78071,4372,1764,233,131,0,0,2244,42549,483
78107,ZCTA5 78107,269,97,0,0,0,0,172,38672,47
78112,ZCTA5 78112,8617,1910,60,28,12,0,6482,52761,890
78114,ZCTA5 78114,24009,11175,301,136,3,0,12132,70840,2770
78118,ZCTA5 78118,4264,1339,137,8,0,0,2751,55278,647
78124,ZCTA5 78124,6913,4007,264,8,0,0,2464,75211,463
78142,ZCTA5 78142,166,92,0,0,0,0,74,NA,22
78159,ZCTA5 78159,1196,484,0,0,0,0,702,62905,132
78145,ZCTA5 78145,116,6,0,0,0,0,110,40536,0
78147,ZCTA5 78147,2035,757,0,0,0,0,1270,65313,306
78151,ZCTA5 78151,1662,486,44,0,0,0,1115,46310,298
78214,ZCTA5 78214,27558,2193,228,62,13,0,24936,35978,7182
78244,ZCTA5 78244,30981,6175,7856,496,17,14,15809,62080,3302
78252,ZCTA5 78252,12009,2468,512,293,89,64,8354,60787,886
78344,ZCTA5 78344,436,23,0,0,0,0,413,62500,75
78349,ZCTA5 78349,617,10,0,0,0,0,607,52396,161
85248,ZCTA5 85248,35040,25581,893,3958,511,3,3093,76457,1970
85250,ZCTA5 85250,17688,14784,277,402,178,47,1623,80157,1107
85257,ZCTA5 85257,33392,23350,794,887,624,161,6873,62584,3448
85284,ZCTA5 85284,19909,14209,507,1633,381,46,2597,122583,964
85302,ZCTA5 85302,40186,20983,2387,1051,719,60,14121,47358,7478
85306,ZCTA5 85306,25520,18077,742,532,483,222,4860,65614,2601
85320,ZCTA5 85320,1207,263,0,13,49,0,870,33229,523
85321,ZCTA5 85321,4009,1462,2,15,1164,0,1312,36000,1098
85323,ZCTA5 85323,43968,9928,4682,728,433,84,27459,53717,7992
85326,ZCTA5 85326,63317,26699,4731,1277,901,117,28163,63060,6589
85333,ZCTA5 85333,565,257,0,0,0,0,308,46103,80
85335,ZCTA5 85335,35333,14251,2806,570,172,126,16665,58216,5388
85336,ZCTA5 85336,510,0,0,0,0,0,510,44271,122
85361,ZCTA5 85361,6368,5040,69,170,76,0,878,62250,833
85367,ZCTA5 85367,22897,16250,222,202,100,26,5682,49112,2266
85375,ZCTA5 85375,29452,27927,600,342,61,0,344,54535,2162
85533,ZCTA5 85533,3361,1212,102,6,13,0,2028,49713,491
85544,ZCTA5 85544,2763,2583,0,0,65,0,109,53456,227
85611,ZCTA5 85611,1032,930,0,7,17,0,78,64773,78
85613,ZCTA5 85613,5309,3129,823,195,124,40,768,73125,233
85625,ZCTA5 85625,2141,1591,3,0,6,0,525,40823,253
85634,ZCTA5 85634,6569,196,6,0,6000,14,269,26389,3061
85635,ZCTA5 85635,33947,18424,2083,1465,335,184,9860,51861,5357
85641,ZCTA5 85641,27078,19888,680,554,58,24,5163,91317,1046
85646,ZCTA5 85646,1404,1117,0,0,0,0,287,66316,99
85648,ZCTA5 85648,19681,2303,0,76,0,0,17248,51365,3771
85710,ZCTA5 85710,54489,32770,2621,1527,674,136,15312,44277,9203
85531,ZCTA5 85531,323,323,0,0,0,0,0,76354,0
85601,ZCTA5 85601,723,632,0,0,26,0,65,30977,143
85603,ZCTA5 85603,6887,4260,43,0,150,0,2360,35268,1523
85609,ZCTA5 85609,340,217,0,0,0,0,123,131616,0
85619,ZCTA5 85619,41,41,0,0,0,0,0,35278,0
85623,ZCTA5 85623,5190,3528,0,5,48,0,1391,60753,227
85631,ZCTA5 85631,3718,1496,0,0,0,0,2117,42105,767
85637,ZCTA5 85637,1250,1079,7,0,3,0,156,63472,200
85643,ZCTA5 85643,8913,4463,87,35,65,26,4170,44850,1200
85704,ZCTA5 85704,33065,22693,567,1762,218,0,7063,56649,3396
85705,ZCTA5 85705,56314,22787,1825,1818,2048,38,26399,29696,17743
85718,ZCTA5 85718,26346,19652,349,1614,338,55,3719,89415,2110
85719,ZCTA5 85719,48854,28451,2073,3236,658,249,12781,34230,13706
85742,ZCTA5 85742,28442,18277,446,780,59,213,7977,78904,1733
85743,ZCTA5 85743,31148,19606,698,1322,124,65,8460,76099,2225
85745,ZCTA5 85745,38777,14334,987,1396,571,10,20690,54909,6936
85747,ZCTA5 85747,26714,17402,916,743,221,15,6364,90080,1527
85749,ZCTA5 85749,18768,15484,272,382,152,10,1973,92224,739
85933,ZCTA5 85933,2697,2464,4,13,57,0,84,38651,424
85936,ZCTA5 85936,4373,2282,137,0,235,0,1707,48182,661
85938,ZCTA5 85938,2322,1182,7,4,176,0,766,58073,642
85942,ZCTA5 85942,56,56,0,0,0,0,0,NA,0
85712,ZCTA5 85712,32708,19657,2286,928,218,39,8497,37444,7835
85739,ZCTA5 85739,19303,16390,87,222,96,0,2346,68662,1302
85926,ZCTA5 85926,421,12,0,0,403,0,6,48750,117
85931,ZCTA5 85931,186,178,4,0,0,0,0,49821,12
83642,ZCTA5 83642,46193,39751,212,1154,153,85,3784,71515,3695
83647,ZCTA5 83647,20860,15452,519,488,264,74,3311,48542,3004
83650,ZCTA5 83650,608,403,4,0,23,0,175,39167,184
83666,ZCTA5 83666,41,33,0,0,0,0,8,73333,4
83671,ZCTA5 83671,5,5,0,0,0,0,0,NA,0
83687,ZCTA5 83687,35172,26384,445,219,151,179,6949,52404,4216
77449,ZCTA5 77449,128294,31274,27047,6563,172,146,60433,78112,8971
77450,ZCTA5 77450,73692,40656,4099,9304,666,0,17309,96526,4529
77456,ZCTA5 77456,1384,552,63,0,40,0,708,39926,273
77459,ZCTA5 77459,72788,25407,19098,16408,169,108,9495,112368,2298
77476,ZCTA5 77476,204,78,68,0,0,0,58,NA,55
75656,ZCTA5 75656,4331,3459,350,0,0,0,424,40576,573
75667,ZCTA5 75667,1193,624,320,0,0,0,249,41208,182
75672,ZCTA5 75672,16351,10116,3423,357,10,0,2092,58175,2063
63862,ZCTA5 63862,1558,1035,446,0,53,0,11,31027,358
63934,ZCTA5 63934,175,175,0,0,0,0,0,60625,36
63874,ZCTA5 63874,392,384,8,0,0,0,0,43125,85
63876,ZCTA5 63876,2236,1556,14,0,0,0,666,39875,563
63879,ZCTA5 63879,664,523,138,0,0,0,0,41618,122
63882,ZCTA5 63882,334,285,49,0,0,0,0,33125,111
63901,ZCTA5 63901,35283,30861,2204,267,239,28,823,38825,8515
63945,ZCTA5 63945,1142,1142,0,0,0,0,0,45718,169
63955,ZCTA5 63955,137,137,0,0,0,0,0,29205,41
63960,ZCTA5 63960,2955,2871,1,0,0,0,17,43929,300
63019,ZCTA5 63019,4338,4067,145,6,61,0,19,55701,414
63021,ZCTA5 63021,57112,47850,1523,4224,61,0,1653,90419,2570
63030,ZCTA5 63030,305,277,28,0,0,0,0,58194,37
63033,ZCTA5 63033,42544,11975,27723,550,0,0,862,54977,4648
63034,ZCTA5 63034,18058,5631,11042,168,23,0,265,95137,1309
63043,ZCTA5 63043,22582,15195,2398,3629,0,63,712,71907,1568
63050,ZCTA5 63050,15816,15258,115,30,119,0,140,67428,1281
63068,ZCTA5 63068,4986,4741,23,11,30,0,64,60904,337
63071,ZCTA5 63071,1150,1126,0,0,0,0,9,33500,262
63074,ZCTA5 63074,15338,8082,5437,459,23,0,995,46444,2260
63077,ZCTA5 63077,11004,10464,65,12,73,13,118,50576,1714
63090,ZCTA5 63090,22463,21426,8,379,11,0,198,69539,1710
63101,ZCTA5 63101,3725,1403,1949,239,15,0,60,65129,529
63108,ZCTA5 63108,20564,10859,6521,1859,44,0,852,47180,4534
63109,ZCTA5 63109,26983,23829,1596,389,49,0,691,63231,1661
63116,ZCTA5 63116,43897,27109,8944,2866,236,9,3418,47871,8382
63121,ZCTA5 63121,23561,3163,19245,277,40,0,275,39174,4975
63122,ZCTA5 63122,39165,34975,1939,669,28,14,935,102756,1467
63123,ZCTA5 63123,50783,44814,1475,1554,103,9,1610,58867,4027
63126,ZCTA5 63126,14646,13380,176,219,5,0,615,80055,798
63127,ZCTA5 63127,5039,4637,82,131,0,0,139,98015,276
63131,ZCTA5 63131,17872,15732,305,1201,28,0,418,171831,658
63461,ZCTA5 63461,5668,5270,62,49,0,14,73,54818,897
63468,ZCTA5 63468,2467,2410,3,0,13,0,21,47737,306
63471,ZCTA5 63471,642,625,0,0,0,0,0,59211,35
63532,ZCTA5 63532,1300,1244,19,1,5,0,0,43700,201
63541,ZCTA5 63541,527,456,0,0,0,0,71,50841,35
63645,ZCTA5 63645,11638,11007,90,69,22,0,277,44566,1561
63673,ZCTA5 63673,1689,1666,0,18,0,0,4,52656,220
63742,ZCTA5 63742,79,79,0,0,0,0,0,NA,12
63766,ZCTA5 63766,1188,1089,11,0,0,0,22,54957,186
63785,ZCTA5 63785,800,754,16,4,0,0,14,46563,82
63834,ZCTA5 63834,6553,3246,3018,0,74,6,125,36449,1435
63848,ZCTA5 63848,1352,1284,21,0,0,0,26,43519,319
63849,ZCTA5 63849,151,124,21,0,0,0,0,36406,18
63851,ZCTA5 63851,3687,1981,1531,0,0,0,75,27041,1505
63140,ZCTA5 63140,327,75,218,0,0,0,32,28594,168
63144,ZCTA5 63144,8712,7248,329,693,0,0,335,82097,380
63350,ZCTA5 63350,479,472,0,0,0,0,7,50179,62
63367,ZCTA5 63367,25283,22552,453,418,0,0,1329,99543,755
63369,ZCTA5 63369,2278,2194,0,36,0,0,48,65391,464
77873,ZCTA5 77873,1200,959,106,0,27,0,50,44857,170
77901,ZCTA5 77901,43052,11558,3523,412,38,18,27040,43957,9406
77422,ZCTA5 77422,13194,8696,1888,47,33,0,2421,56064,1531
77426,ZCTA5 77426,2524,1475,570,0,0,0,479,72656,377
77445,ZCTA5 77445,14200,4879,4257,77,32,0,4795,44190,2896
77081,ZCTA5 77081,53031,4692,7806,2537,37,0,36915,33502,18449
77028,ZCTA5 77028,17425,337,11556,0,42,0,5255,29014,5072
77058,ZCTA5 77058,16120,9177,1232,1343,12,0,3626,55035,2576
77023,ZCTA5 77023,29138,3418,863,415,7,0,24354,41583,7562
77093,ZCTA5 77093,47135,2551,4423,147,0,0,39802,31301,17197
77360,ZCTA5 77360,5115,4748,24,5,0,0,251,48186,803
77042,ZCTA5 77042,41734,14440,13415,3010,0,0,9747,49726,7664
77302,ZCTA5 77302,18658,13338,234,318,0,0,4367,77215,2292
77420,ZCTA5 77420,2695,1030,459,0,0,0,1206,55385,171
77388,ZCTA5 77388,50701,26739,5829,4330,593,26,12078,93290,3330
77417,ZCTA5 77417,2550,585,728,0,0,0,1211,44474,609
77043,ZCTA5 77043,24803,10645,1009,2165,0,0,10666,64810,3363
77089,ZCTA5 77089,54751,9839,8610,8450,29,20,26904,69617,6543
77591,ZCTA5 77591,14936,4097,7164,249,26,0,2921,51659,1719
77703,ZCTA5 77703,13823,1781,8314,17,17,0,3578,28906,4779
77033,ZCTA5 77033,30558,387,20032,91,0,45,9673,38162,8498
77064,ZCTA5 77064,48637,13685,6736,8039,85,38,18726,71754,6156
77099,ZCTA5 77099,52294,4081,15335,6080,34,33,26264,40802,11664
77201,ZCTA5 77201,0,0,0,0,0,0,0,NA,0
77328,ZCTA5 77328,14438,10333,191,59,263,0,3428,53054,2215
77342,ZCTA5 77342,0,0,0,0,0,0,0,NA,0
77350,ZCTA5 77350,135,88,47,0,0,0,0,NA,15
77377,ZCTA5 77377,38469,23920,2028,3499,0,0,8111,96994,1399
77406,ZCTA5 77406,49261,27474,5131,4087,24,0,11479,124705,2805
77407,ZCTA5 77407,60000,15245,15821,19394,0,0,8890,101612,3145
77436,ZCTA5 77436,54,54,0,0,0,0,0,NA,0
77453,ZCTA5 77453,393,1,1,0,0,0,391,26151,279
77460,ZCTA5 77460,39,0,0,0,0,0,39,NA,0
77498,ZCTA5 77498,51293,13744,9617,13900,191,0,12602,80748,4276
77523,ZCTA5 77523,23501,15327,1600,157,47,0,5938,113000,2730
77580,ZCTA5 77580,1099,1012,74,0,0,0,0,139414,0
77661,ZCTA5 77661,671,309,218,35,0,0,67,NA,67
77976,ZCTA5 77976,96,96,0,0,0,0,0,NA,7
77987,ZCTA5 77987,206,180,3,0,0,0,23,51786,16
77993,ZCTA5 77993,95,49,0,0,0,0,46,2499,46
77032,ZCTA5 77032,14535,922,6006,121,0,13,7455,32473,5941
77053,ZCTA5 77053,31650,848,13063,294,29,0,17236,50368,6639
77056,ZCTA5 77056,22056,12947,1565,3595,0,0,3318,108359,1288
77065,ZCTA5 77065,37793,14312,7893,3416,28,0,11582,57370,3679
77069,ZCTA5 77069,19345,10137,4483,838,0,239,2961,67470,1476
77070,ZCTA5 77070,53057,23755,9999,4779,19,0,13720,66569,4970
77320,ZCTA5 77320,36122,19959,8377,177,77,9,7384,51990,3460
77345,ZCTA5 77345,27993,22226,587,1342,0,0,3289,137519,512
81038,ZCTA5 81038,0,0,0,0,0,0,0,NA,0
81129,ZCTA5 81129,65,14,0,0,0,0,51,NA,0
81138,ZCTA5 81138,45,4,14,0,0,0,12,15781,14
81227,ZCTA5 81227,0,0,0,0,0,0,0,NA,0
78362,ZCTA5 78362,10218,4755,298,109,67,0,4565,64874,945
78537,ZCTA5 78537,48072,2474,2,94,0,0,45353,29959,19227
78560,ZCTA5 78560,4847,130,0,58,0,0,4659,41647,1756
78562,ZCTA5 78562,4341,40,11,0,0,0,4290,41010,1032
78569,ZCTA5 78569,4101,793,0,0,0,0,3308,45185,827
78579,ZCTA5 78579,5836,2,0,0,0,0,5834,53347,1310
78584,ZCTA5 78584,19175,36,0,0,0,0,19139,24504,7622
78596,ZCTA5 78596,67269,4322,296,364,108,0,62156,41978,18268
78641,ZCTA5 78641,72078,45924,3103,3149,90,82,16828,100562,3559
